iSess	iCond	iTrial	iCh	iFr	AF	xF1	xF2	Harm	FK_Cond	iBin	SweepVal	Sr	Si	N1r	N1i	N2r	N2i	Signal	Phase	Noise	StdErr	PVal	SNR	LSB	RSB	UserSc	Thresh	ThrBin	Slope	ThrInRange	MaxSNR
20151114_113325	1	0	hc001-Avg	1	1.200000	1	0	1F1	1	0		0.651768	1.415711	0.202135	0.658321	0.202135	0.658321	1.558537	65.279485	0.688655	1.039973	0.357231	1.612149								
20151114_113325	1	0	hc001-Avg	2	2.400000	2	0	2F1	1	0		0.202135	0.658321	0.651768	1.415711	0.496414	0.768514	0.688655	72.931077	1.236718	0.517648	0.438040	0.390711								
20151114_113325	1	0	hc001-Avg	3	3.600000	3	0	3F1	1	0		0.496414	0.768514	0.202135	0.658321	0.169659	-0.204542	0.914899	57.139934	0.477201	0.500086	0.228531	1.084821								
20151114_113325	1	0	hc001-Avg	4	4.800000	4	0	4F1	1	0		0.169659	-0.204542	0.496414	0.768514	0.315314	0.160773	0.265747	-50.325738	0.634418	0.387793	0.794274	0.297196								
20151114_113325	1	0	hc001-Avg	5	6.000000	5	0	5F1	1	0		0.315314	0.160773	0.169659	-0.204542	0.103975	0.240726	0.353936	27.016320	0.263984	0.284691	0.483387	0.624305								
20151114_113325	1	0	hc001-Avg	6	7.200000	6	0	6F1	1	0		0.103975	0.240726	0.315314	0.160773	-0.226797	0.359630	0.262221	66.639288	0.389554	0.220723	0.513157	0.428489								
20151114_113325	1	0	hc001-Avg	7	8.400000	7	0	7F1	1	0		-0.226797	0.359630	0.103975	0.240726	-0.230796	0.025147	0.425171	122.237101	0.247191	0.257298	0.292259	0.887744								
20151114_113325	1	0	hc001-Avg	8	9.600000	8	0	8F1	1	0		-0.230796	0.025147	-0.226797	0.359630	0.113363	0.016936	0.232162	173.781729	0.269897	0.218412	0.582808	0.469083								
20151114_113325	1	0	hc001-Avg	9	10.800000	9	0	9F1	1	0		0.113363	0.016936	-0.230796	0.025147	-0.127297	0.054647	0.114622	8.497022	0.185346	0.165817	0.791140	0.248216								
20151114_113325	1	0	hc001-Avg	10	36.000000	0	1	1F2	1	0		-0.073508	-0.068079	-0.074412	-0.126862	0.084644	-0.000116	0.100190	-137.195889	0.115860	0.044716	0.122822	0.527676								
20151114_113325	1	0	hc001-Avg	11	37.200000	1	1	1F1+1F2	1	0		0.084644	-0.000116	-0.073508	-0.068079	0.017982	0.115249	0.084644	-0.078523	0.108417	0.043882	0.197824	0.620865								
20151114_113325	1	0	hc001-Avg	12	34.800000	1	-1	1F1-1F2	1	0		-0.074412	-0.126862	-0.036215	0.007675	-0.073508	-0.068079	0.147076	-120.394188	0.068605	0.096775	0.347778	1.143202								
20151114_113325	1	0	hc002-Avg	1	1.200000	1	0	1F1	1	0		1.002740	-0.820647	0.592945	0.106127	0.592945	0.106127	1.295743	-39.297048	0.602367	0.928051	0.405285	1.036120								
20151114_113325	1	0	hc002-Avg	2	2.400000	2	0	2F1	1	0		0.592945	0.106127	1.002740	-0.820647	0.291145	0.652615	0.602367	10.147474	1.005178	0.586607	0.603302	0.415813								
20151114_113325	1	0	hc002-Avg	3	3.600000	3	0	3F1	1	0		0.291145	0.652615	0.592945	0.106127	0.148689	-0.174085	0.714613	65.957378	0.415654	0.329623	0.137649	0.781747								
20151114_113325	1	0	hc002-Avg	4	4.800000	4	0	4F1	1	0		0.148689	-0.174085	0.291145	0.652615	0.119800	0.042145	0.228941	-49.498757	0.420805	0.253266	0.673507	0.300659								
20151114_113325	1	0	hc002-Avg	5	6.000000	5	0	5F1	1	0		0.119800	0.042145	0.148689	-0.174085	-0.153858	0.175825	0.126997	19.381838	0.231289	0.177848	0.779049	0.218975								
20151114_113325	1	0	hc002-Avg	6	7.200000	6	0	6F1	1	0		-0.153858	0.175825	0.119800	0.042145	-0.323341	0.101704	0.233638	131.187872	0.232978	0.315136	0.764357	0.483914								
20151114_113325	1	0	hc002-Avg	7	8.400000	7	0	7F1	1	0		-0.323341	0.101704	-0.153858	0.175825	-0.541861	0.050955	0.338958	162.539546	0.388945	0.283324	0.508607	0.540910								
20151114_113325	1	0	hc002-Avg	8	9.600000	8	0	8F1	1	0		-0.541861	0.050955	-0.323341	0.101704	0.167296	-0.011971	0.544251	174.627837	0.253341	0.259551	0.153640	1.241802								
20151114_113325	1	0	hc002-Avg	9	10.800000	9	0	9F1	1	0		0.167296	-0.011971	-0.541861	0.050955	-0.060203	0.200108	0.167723	-4.092819	0.376610	0.134528	0.481513	0.329130								
20151114_113325	1	0	hc002-Avg	10	36.000000	0	1	1F2	1	0		-0.083788	-0.021731	-0.011833	-0.034867	0.027542	0.004948	0.086560	-165.460093	0.032402	0.029185	0.036909	0.963087								
20151114_113325	1	0	hc002-Avg	11	37.200000	1	1	1F1+1F2	1	0		0.027542	0.004948	-0.083788	-0.021731	0.031568	0.029669	0.027983	10.184163	0.064941	0.037582	0.762626	0.281390								
20151114_113325	1	0	hc002-Avg	12	34.800000	1	-1	1F1-1F2	1	0		-0.011833	-0.034867	-0.000416	0.007425	-0.083788	-0.021731	0.036820	-108.746666	0.046999	0.062175	0.841272	0.275060								
20151114_113325	1	0	hc003-Avg	1	1.200000	1	0	1F1	1	0		0.460779	0.081955	1.101371	-0.067759	1.101371	-0.067759	0.468010	10.085314	1.103454	1.250811	0.932772	0.324398								
20151114_113325	1	0	hc003-Avg	2	2.400000	2	0	2F1	1	0		1.101371	-0.067759	0.460779	0.081955	0.229318	0.240908	1.103454	-3.520523	0.400306	0.578321	0.203972	0.643820								
20151114_113325	1	0	hc003-Avg	3	3.600000	3	0	3F1	1	0		0.229318	0.240908	1.101371	-0.067759	0.288914	-0.016549	0.332601	46.411928	0.696421	0.364738	0.668981	0.325824								
20151114_113325	1	0	hc003-Avg	4	4.800000	4	0	4F1	1	0		0.288914	-0.016549	0.229318	0.240908	-0.022471	0.030511	0.289388	-3.278386	0.185247	0.295474	0.630394	0.338528								
20151114_113325	1	0	hc003-Avg	5	6.000000	5	0	5F1	1	0		-0.022471	0.030511	0.288914	-0.016549	-0.139525	0.118913	0.037893	126.371771	0.236356	0.183075	0.978845	0.059991								
20151114_113325	1	0	hc003-Avg	6	7.200000	6	0	6F1	1	0		-0.139525	0.118913	-0.022471	0.030511	-0.213202	0.071762	0.183323	139.560038	0.131424	0.413981	0.907323	0.365399								
20151114_113325	1	0	hc003-Avg	7	8.400000	7	0	7F1	1	0		-0.213202	0.071762	-0.139525	0.118913	-0.579357	0.216452	0.224955	161.397149	0.400897	0.364496	0.829040	0.308043								
20151114_113325	1	0	hc003-Avg	8	9.600000	8	0	8F1	1	0		-0.579357	0.216452	-0.213202	0.071762	0.151217	-0.033817	0.618471	159.513932	0.189954	0.316041	0.189789	1.498431								
20151114_113325	1	0	hc003-Avg	9	10.800000	9	0	9F1	1	0		0.151217	-0.033817	-0.579357	0.216452	-0.027793	0.207186	0.154952	-12.605694	0.413757	0.162358	0.644700	0.248516								
20151114_113325	1	0	hc003-Avg	10	36.000000	0	1	1F2	1	0		-0.062337	-0.088035	-0.093671	-0.021825	0.024692	0.068263	0.107871	-125.301742	0.084386	0.082042	0.445967	0.663109								
20151114_113325	1	0	hc003-Avg	11	37.200000	1	1	1F1+1F2	1	0		0.024692	0.068263	-0.062337	-0.088035	0.002391	-0.078023	0.072592	70.114314	0.092965	0.056698	0.463823	0.413266								
20151114_113325	1	0	hc003-Avg	12	34.800000	1	-1	1F1-1F2	1	0		-0.093671	-0.021825	-0.019978	-0.041292	-0.062337	-0.088035	0.096180	-166.884067	0.076871	0.092560	0.596339	0.530139								
20151114_113325	1	0	hc004-Avg	1	1.200000	1	0	1F1	1	0		-0.566838	-2.791745	1.283658	-1.452058	1.283658	-1.452058	2.848709	-101.477346	1.938105	2.809840	0.610730	1.158157								
