"Chan","Cond","Fvals","FdfNum","FdfDen","Pvals","xpos","ypos","Pvals_cuts"
1,"Direction",8.80567197930938,4,360,8.59863449617196e-07,0.27061,0.25813,"<.0001"
2,"Direction",16.2250460057238,4,360,3.14450229775207e-12,0.18883,0.2394,"<.0001"
3,"Direction",0.646872203348307,4,360,0.629414819262833,0.11004,0.2174,"ns"
4,"Direction",20.7851588428317,4,360,1.98693640761899e-15,0.073707,0.18359,"<.0001"
5,"Direction",5.92065022743793,4,360,0.00012665715896506,0.035595,0.13683,"<.0005"
6,"Direction",20.6584077662347,4,360,2.42983665141188e-15,-2.187e-17,0.089291,"<.0001"
7,"Direction",12.426445898406,4,360,1.77062208549604e-09,-0.028292,0.036037,"<.0001"
8,"Direction",3.4143426355807,4,360,0.00930738748302399,0.15945,0.30209,"<.01"
9,"Direction",0.11993370030539,4,360,0.975348167012227,0.083862,0.27643,"ns"
10,"Direction",11.3522755734696,4,360,1.09437600509257e-08,0.050145,0.23852,"<.0001"
11,"Direction",14.1558427582158,4,360,9.69439823150034e-11,-4.8953e-17,0.19987,"<.0001"
12,"Direction",5.93574213409725,4,360,0.000123390836073514,-0.035595,0.13683,"<.0005"
13,"Direction",2.6549404688879,4,360,0.0328645573404904,-0.058411,0.078036,"<.05"
14,"Direction",6.58200065920729,4,360,4.0281447795454e-05,0.044058,0.32872,"<.0001"
15,"Direction",3.3483188220237,4,360,0.0103995083521119,-6.9342e-17,0.28311,"<.05"
16,"Direction",2.62108582336769,4,360,0.0347348406085592,-6.0391e-17,0.24656,"<.05"
17,"Direction",5.33847570529458,4,360,0.00034664048856876,-8.7824e-17,0.35857,"<.0005"
18,"Direction",2.03530144807785,4,360,0.0889473344422807,-0.050145,0.23852,"ns"
19,"Direction",8.44745890844411,4,360,1.59543617260128e-06,-0.073707,0.18359,"<.0001"
20,"Direction",8.32642024453838,4,360,1.96638084725199e-06,-0.097709,0.1308,"<.0001"
21,"Direction",7.06714660232109,4,360,1.73789768625103e-05,-0.044058,0.32872,"<.0001"
22,"Direction",4.46774885567171,4,360,0.00155211119404471,-0.083862,0.27643,"<.005"
23,"Direction",0.871966737074423,4,360,0.480819022027275,-0.11004,0.2174,"ns"
24,"Direction",20.9632147739121,4,360,1.4981822220593e-15,-0.12335,0.16655,"<.0001"
25,"Direction",3.65759978985987,4,360,0.00617443198541832,-0.15945,0.30209,"<.01"
26,"Direction",0.883289753241416,4,360,0.473984578637061,-0.18883,0.2394,"ns"
27,"Direction",0.860163282042487,4,360,0.488014301675169,-0.1756,0.16852,"ns"
28,"Direction",8.82507727721776,4,360,8.3156769028808e-07,-0.15612,0.11703,"<.0001"
29,"Direction",5.66997183922283,4,360,0.000195446105146762,-0.12367,0.07006,"<.0005"
30,"Direction",8.31715023529009,4,360,1.99812389465708e-06,-0.089234,0.023191,"<.0001"
31,"Direction",5.9942267794935,4,360,0.000111508295056278,-0.044495,-0.015575,"<.0005"
32,"Direction",2.56033983819211,4,360,0.0383524850321253,-0.27061,0.25813,"<.05"
33,"Direction",8.06308576462759,4,360,3.09966646206752e-06,-0.27006,0.17418,"<.0001"
34,"Direction",8.29471310594507,4,360,2.07709643122631e-06,-0.22865,0.099464,"<.0001"
35,"Direction",1.90612283396599,4,360,0.108844021815248,-0.1832,0.042556,"ns"
36,"Direction",8.07349641644145,4,360,3.04437455262445e-06,-0.14086,0.0073253,"<.0001"
37,"Direction",17.1015318574543,4,360,7.4781476899082e-13,-0.091723,-0.035635,"<.0001"
38,"Direction",8.48214759728779,4,360,1.50268324094469e-06,-0.34659,0.19108,"<.0001"
39,"Direction",4.44574531690416,4,360,0.0016117783204316,-0.33383,0.039461,"<.005"
40,"Direction",3.5151695885936,4,360,0.00785382759387423,-0.25598,0.0011134,"<.01"
41,"Direction",7.96378266797519,4,360,3.68035026833176e-06,-0.19461,-0.022574,"<.0001"
42,"Direction",4.32439377573199,4,360,0.00198415763887045,-0.15112,-0.059346,"<.005"
43,"Direction",4.02330863130474,4,360,0.00331810639172671,-0.41311,0.15319,"<.005"
44,"Direction",7.37495885869424,4,360,1.01968778008293e-05,-0.39898,0.074566,"<.0001"
45,"Direction",6.34528204540104,4,360,6.07063934793851e-05,-0.31837,-0.081339,"<.0001"
46,"Direction",15.5494599441275,4,360,9.57584546291096e-12,-0.24052,-0.075603,"<.0001"
47,"Direction",8.01234829767703,4,360,3.38387930024861e-06,-0.19145,-0.085584,"<.0001"
48,"Direction",9.91003705849644,4,360,1.28652004749707e-07,-0.45895,0.17222,"<.0001"
49,"Direction",0.640639852025371,4,360,0.633825218633662,-0.46317,0.03064,"ns"
50,"Direction",2.81518337016333,4,360,0.0252599161374072,-0.27341,-0.16219,"<.05"
51,"Direction",3.67998394763457,4,360,0.00594491427183259,-0.20096,-0.14301,"<.01"
52,"Direction",5.28901204433227,4,360,0.00037755154929252,-0.15394,-0.11866,"<.0005"
53,"Direction",10.2032343211605,4,360,7.78284372787062e-08,-0.099452,-0.09574,"<.0001"
54,"Direction",14.1530567307923,4,360,9.73959596971922e-11,-0.050987,-0.076676,"<.0001"
55,"Direction",6.99705022407972,4,360,1.96230824056735e-05,5.8045e-18,-0.047397,"<.0001"
56,"Direction",3.73245479841993,4,360,0.00543939587211372,-0.41976,-0.1671,"<.01"
57,"Direction",12.4866318680501,4,360,1.59943823370079e-09,-0.33631,-0.19112,"<.0001"
58,"Direction",5.91837326129867,4,360,0.000127157399525673,-0.22492,-0.21452,"<.0005"
59,"Direction",6.96965290700985,4,360,2.05770359341796e-05,-0.15297,-0.18922,"<.0001"
60,"Direction",10.0061449352501,4,360,1.09101126839047e-07,-0.10478,-0.15427,"<.0001"
61,"Direction",7.06634313092753,4,360,1.74031853618687e-05,-0.054807,-0.12811,"<.0001"
62,"Direction",5.06977620519422,4,360,0.000551144165086467,1.1987e-17,-0.097882,"<.001"
63,"Direction",1.77724279707603,4,360,0.132793347810562,-0.349,-0.28153,"ns"
64,"Direction",16.9801862298884,4,360,9.11803842894629e-13,-0.25813,-0.2804,"<.0001"
65,"Direction",1.70760184282548,4,360,0.147686664001433,-0.16624,-0.26054,"ns"
66,"Direction",6.05847559098155,4,360,9.97677725896541e-05,-0.10296,-0.21873,"<.0001"
67,"Direction",2.01906665147459,4,360,0.0912446254841289,-0.04676,-0.18643,"ns"
68,"Direction",4.53428912951377,4,360,0.00138469904300866,-0.22108,-0.37388,"<.005"
69,"Direction",6.19528651381185,4,360,7.87197621942067e-05,-0.1585,-0.34149,"<.0001"
70,"Direction",19.9974207890766,4,360,6.96206541662304e-15,-0.093018,-0.29235,"<.0001"
71,"Direction",7.46119621714969,4,360,8.7824036015257e-06,-0.039316,-0.23611,"<.0001"
72,"Direction",9.82818964156841,4,360,1.48050521709736e-07,2.5091e-17,-0.20489,"<.0001"
73,"Direction",9.54140636112101,4,360,2.42282770252897e-07,-0.10679,-0.41491,"<.0001"
74,"Direction",7.52636791031764,4,360,7.8452846555703e-06,-0.049033,-0.36828,"<.0001"
75,"Direction",1.23931829377943,4,360,0.293813190643161,3.6897e-17,-0.30129,"ns"
76,"Direction",7.34812125916481,4,360,1.06819888264459e-05,0.039316,-0.23611,"<.0001"
77,"Direction",10.0935433823267,4,360,9.3920566179167e-08,0.04676,-0.18643,"<.0001"
78,"Direction",16.3396883011741,4,360,2.60452632908152e-12,0.054807,-0.12811,"<.0001"
79,"Direction",1.06940178562354,4,360,0.371432359956349,0.050987,-0.076676,"ns"
80,"Direction",4.90854816301862,4,360,0.000727653094794285,0.044495,-0.015575,"<.001"
81,"Direction",13.5138028977991,4,360,2.8386697740273e-10,5.188e-17,-0.42363,"<.0001"
82,"Direction",7.8199109017478,4,360,4.72030586621023e-06,0.049033,-0.36828,"<.0001"
83,"Direction",0.588569380185746,4,360,0.671115529711793,0.093018,-0.29235,"ns"
84,"Direction",2.46381131885566,4,360,0.0448623168218729,0.10296,-0.21873,"<.05"
85,"Direction",3.28621604958609,4,360,0.0115413153951334,0.10478,-0.15427,"<.05"
86,"Direction",5.2723155752195,4,360,0.000388593909140207,0.099452,-0.09574,"<.0005"
87,"Direction",5.40107434637981,4,360,0.000311112139310901,0.091723,-0.035635,"<.0005"
88,"Direction",5.6955709373728,4,360,0.000186980050245682,0.10679,-0.41491,"<.0005"
89,"Direction",3.08279736630142,4,360,0.0162125510172024,0.1585,-0.34149,"<.05"
90,"Direction",1.05351956698427,4,360,0.37945873696124,0.16624,-0.26054,"ns"
91,"Direction",3.2721748118048,4,360,0.0118160749701815,0.15297,-0.18922,"<.05"
92,"Direction",1.08678013552696,4,360,0.362803863168915,0.15394,-0.11866,"ns"
93,"Direction",6.45609398173182,4,360,5.01017332733121e-05,0.15112,-0.059346,"<.0001"
94,"Direction",6.33296498663572,4,360,6.20157487210158e-05,0.22108,-0.37388,"<.0001"
95,"Direction",5.73548104797692,4,360,0.000174505282067908,0.25813,-0.2804,"<.0005"
96,"Direction",0.486470727133068,4,360,0.745686065260805,0.22492,-0.21452,"ns"
97,"Direction",2.57770680956505,4,360,0.0372825590794401,0.20096,-0.14301,"<.05"
98,"Direction",3.04125360725968,4,360,0.0173729369481337,0.19145,-0.085584,"<.05"
99,"Direction",6.59982612650374,4,360,3.90562537512466e-05,0.349,-0.28153,"<.0001"
100,"Direction",7.37409076166439,4,360,1.0212218713275e-05,0.33631,-0.19112,"<.0001"
101,"Direction",3.84216811895842,4,360,0.0045156111229661,0.27341,-0.16219,"<.005"
102,"Direction",8.48573173187797,4,360,1.49341323276046e-06,0.24052,-0.075603,"<.0001"
103,"Direction",6.78670139904695,4,360,2.8252500314416e-05,0.19461,-0.022574,"<.0001"
104,"Direction",5.24715477622989,4,360,0.000405845116673413,0.14086,0.0073253,"<.0005"
105,"Direction",3.63954635121241,4,360,0.0063658972332351,0.089234,0.023191,"<.01"
106,"Direction",0.562208574008295,4,360,0.690241717015062,0.028292,0.036037,"ns"
107,"Direction",4.8926054160883,4,360,0.000747906379829002,0.41976,-0.1671,"<.001"
108,"Direction",2.58029219185424,4,360,0.0371257731174406,0.31837,-0.081339,"<.05"
109,"Direction",9.86406032460676,4,360,1.39211669448255e-07,0.25598,0.0011134,"<.0001"
110,"Direction",3.89918622215775,4,360,0.0040986314749602,0.1832,0.042556,"<.005"
111,"Direction",1.40677323681851,4,360,0.231160296298966,0.12367,0.07006,"ns"
112,"Direction",6.47763814187938,4,360,4.82659370147259e-05,0.058411,0.078036,"<.0001"
113,"Direction",2.92852850213377,4,360,0.0209463361505179,0.46317,0.03064,"<.05"
114,"Direction",3.61900751777554,4,360,0.00659085222606965,0.39898,0.074566,"<.01"
115,"Direction",7.78088878551421,4,360,5.05000555472714e-06,0.33383,0.039461,"<.0001"
116,"Direction",6.66457922184351,4,360,3.49108521714494e-05,0.22865,0.099464,"<.0001"
117,"Direction",5.49573015825375,4,360,0.000264165803758132,0.15612,0.11703,"<.0005"
118,"Direction",9.07893528661721,4,360,5.36909819308549e-07,0.097709,0.1308,"<.0001"
119,"Direction",5.84635685328356,4,360,0.00014403906560839,0.45895,0.17222,"<.0005"
120,"Direction",8.41750403690782,4,360,1.68013538754912e-06,0.41311,0.15319,"<.0001"
121,"Direction",1.87827231133614,4,360,0.113649277837933,0.34659,0.19108,"ns"
122,"Direction",10.1176048499945,4,360,9.01264249998797e-08,0.27006,0.17418,"<.0001"
123,"Direction",2.40647192729704,4,360,0.0492210629993533,0.1756,0.16852,"<.05"
124,"Direction",1.90070653853908,4,360,0.109763369100646,0.12335,0.16655,"ns"
125,"Direction",8.18132748644092,4,360,2.52666307851387e-06,0.3348,0.24755,"<.0001"
126,"Direction",17.2557142326709,4,360,5.81435229129329e-13,0.22208,0.39445,"<.0001"
127,"Direction",6.43462085811272,4,360,5.20009236634049e-05,-0.22208,0.39445,"<.0001"
128,"Direction",0.890677505221484,4,360,0.469561521081448,-0.3348,0.24755,"ns"
1,"Speed",0.884065245752685,2,179,0.414895969063558,0.27061,0.25813,"ns"
2,"Speed",1.42046131590876,2,179,0.244312519324135,0.18883,0.2394,"ns"
3,"Speed",2.12222812834779,2,179,0.122768139222928,0.11004,0.2174,"ns"
4,"Speed",1.75672620112359,2,179,0.175571690761125,0.073707,0.18359,"ns"
5,"Speed",0.861944790952386,2,179,0.424085286635156,0.035595,0.13683,"ns"
6,"Speed",4.47353816761344,2,179,0.0127104923029853,-2.187e-17,0.089291,"<.05"
7,"Speed",0.536514703256272,2,179,0.58572023884753,-0.028292,0.036037,"ns"
8,"Speed",1.28258780463204,2,179,0.279854752474479,0.15945,0.30209,"ns"
9,"Speed",1.01828322220839,2,179,0.363297199961251,0.083862,0.27643,"ns"
10,"Speed",1.53858475928217,2,179,0.217510191001236,0.050145,0.23852,"ns"
11,"Speed",1.02059888941454,2,179,0.362466350610381,-4.8953e-17,0.19987,"ns"
12,"Speed",0.975450002218859,2,179,0.379017593244399,-0.035595,0.13683,"ns"
13,"Speed",2.02223370442028,2,179,0.135372351700629,-0.058411,0.078036,"ns"
14,"Speed",0.146276752062608,2,179,0.86402174172667,0.044058,0.32872,"ns"
15,"Speed",0.90500369232645,2,179,0.406383205260297,-6.9342e-17,0.28311,"ns"
16,"Speed",1.31597373382337,2,179,0.270795122536428,-6.0391e-17,0.24656,"ns"
17,"Speed",2.29899434786641,2,179,0.103315980645713,-8.7824e-17,0.35857,"ns"
18,"Speed",1.47762839712316,2,179,0.230947856037389,-0.050145,0.23852,"ns"
19,"Speed",1.2528185234055,2,179,0.288191225588137,-0.073707,0.18359,"ns"
20,"Speed",1.23779737235661,2,179,0.292492566213431,-0.097709,0.1308,"ns"
21,"Speed",0.271103175199699,2,179,0.762850346585082,-0.044058,0.32872,"ns"
22,"Speed",0.646365493260554,2,179,0.52516506460049,-0.083862,0.27643,"ns"
23,"Speed",0.759235838026587,2,179,0.46952506028504,-0.11004,0.2174,"ns"
24,"Speed",2.20219350838899,2,179,0.113547180742649,-0.12335,0.16655,"ns"
25,"Speed",0.0789329348734846,2,179,0.924134044021183,-0.15945,0.30209,"ns"
26,"Speed",2.3158309963527,2,179,0.101634045807289,-0.18883,0.2394,"ns"
27,"Speed",0.15100220741986,2,179,0.859955214799369,-0.1756,0.16852,"ns"
28,"Speed",4.31225192205818,2,179,0.0148228235572564,-0.15612,0.11703,"<.05"
29,"Speed",1.44312765540123,2,179,0.238922392791955,-0.12367,0.07006,"ns"
30,"Speed",2.38174393458745,2,179,0.0953115673839923,-0.089234,0.023191,"ns"
31,"Speed",0.752750308383971,2,179,0.472554403493325,-0.044495,-0.015575,"ns"
32,"Speed",1.30003737471755,2,179,0.275082028916391,-0.27061,0.25813,"ns"
33,"Speed",1.41523922494882,2,179,0.245571678945344,-0.27006,0.17418,"ns"
34,"Speed",3.36936452187887,2,179,0.0366079369713473,-0.22865,0.099464,"<.05"
35,"Speed",1.0198119009055,2,179,0.3627485022435,-0.1832,0.042556,"ns"
36,"Speed",0.450552006622396,2,179,0.637996975510441,-0.14086,0.0073253,"ns"
37,"Speed",5.06783171560287,2,179,0.00722977101029186,-0.091723,-0.035635,"<.01"
38,"Speed",0.925639554272004,2,179,0.398166243523396,-0.34659,0.19108,"ns"
39,"Speed",0.0812875825962622,2,179,0.921962535159046,-0.33383,0.039461,"ns"
40,"Speed",2.20317709064751,2,179,0.113438232660657,-0.25598,0.0011134,"ns"
41,"Speed",0.432575316369518,2,179,0.649512432382794,-0.19461,-0.022574,"ns"
42,"Speed",1.30694293703316,2,179,0.273216059153912,-0.15112,-0.059346,"ns"
43,"Speed",0.194707266929695,2,179,0.823249651743959,-0.41311,0.15319,"ns"
44,"Speed",1.00749880892428,2,179,0.367192032859813,-0.39898,0.074566,"ns"
45,"Speed",1.73782447571618,2,179,0.178857112714474,-0.31837,-0.081339,"ns"
46,"Speed",3.27470531013881,2,179,0.0401064234597993,-0.24052,-0.075603,"<.05"
47,"Speed",1.09168985179308,2,179,0.337872904512457,-0.19145,-0.085584,"ns"
48,"Speed",0.289314367898834,2,179,0.74912624388004,-0.45895,0.17222,"ns"
49,"Speed",2.8999841333751,2,179,0.0576138517924684,-0.46317,0.03064,"ns"
50,"Speed",0.141319879411431,2,179,0.868308315532467,-0.27341,-0.16219,"ns"
51,"Speed",1.3848872949432,2,179,0.253021209922764,-0.20096,-0.14301,"ns"
52,"Speed",1.57834523373259,2,179,0.209173851130483,-0.15394,-0.11866,"ns"
53,"Speed",1.43809038386052,2,179,0.24010978540317,-0.099452,-0.09574,"ns"
54,"Speed",2.63796103462098,2,179,0.0742860389076804,-0.050987,-0.076676,"ns"
55,"Speed",1.01633630319414,2,179,0.363997234419923,5.8045e-18,-0.047397,"ns"
56,"Speed",0.726070962985402,2,179,0.485225445146947,-0.41976,-0.1671,"ns"
57,"Speed",4.09879978494422,2,179,0.0181748826863646,-0.33631,-0.19112,"<.05"
58,"Speed",0.298352961285608,2,179,0.742407662702414,-0.22492,-0.21452,"ns"
59,"Speed",1.07910405982362,2,179,0.34210058132547,-0.15297,-0.18922,"ns"
60,"Speed",3.44510546908267,2,179,0.0340320187583015,-0.10478,-0.15427,"<.05"
61,"Speed",0.928810009499929,2,179,0.396918777639701,-0.054807,-0.12811,"ns"
62,"Speed",1.32191677774251,2,179,0.269213782720164,1.1987e-17,-0.097882,"ns"
63,"Speed",1.25070540769639,2,179,0.288792433391515,-0.349,-0.28153,"ns"
64,"Speed",3.75868472190797,2,179,0.0251750625069513,-0.25813,-0.2804,"<.05"
65,"Speed",0.399893393880394,2,179,0.670988911313722,-0.16624,-0.26054,"ns"
66,"Speed",3.56410514186651,2,179,0.0303496891202225,-0.10296,-0.21873,"<.05"
67,"Speed",0.659795550133603,2,179,0.518209631341052,-0.04676,-0.18643,"ns"
68,"Speed",1.4379574869282,2,179,0.240141192713115,-0.22108,-0.37388,"ns"
69,"Speed",0.929304679217248,2,179,0.396724498714057,-0.1585,-0.34149,"ns"
70,"Speed",2.80519476760218,2,179,0.0631570535966625,-0.093018,-0.29235,"ns"
71,"Speed",0.571128690731007,2,179,0.565913450397795,-0.039316,-0.23611,"ns"
72,"Speed",3.41030736130798,2,179,0.0351919148396234,2.5091e-17,-0.20489,"<.05"
73,"Speed",2.11753884339121,2,179,0.123331803721985,-0.10679,-0.41491,"ns"
74,"Speed",1.52102079859816,2,179,0.221298948135469,-0.049033,-0.36828,"ns"
75,"Speed",0.32253618744737,2,179,0.724729781305594,3.6897e-17,-0.30129,"ns"
76,"Speed",1.75925290383663,2,179,0.17513715773438,0.039316,-0.23611,"ns"
77,"Speed",1.12347214408858,2,179,0.327430564109537,0.04676,-0.18643,"ns"
78,"Speed",4.00469220011166,2,179,0.0198871211069247,0.054807,-0.12811,"<.05"
79,"Speed",1.25637411900191,2,179,0.287182469131014,0.050987,-0.076676,"ns"
80,"Speed",0.146074730032045,2,179,0.86419602610773,0.044495,-0.015575,"ns"
81,"Speed",2.24529937287212,2,179,0.108870339830126,5.188e-17,-0.42363,"ns"
82,"Speed",0.366645809917583,2,179,0.69357433705488,0.049033,-0.36828,"ns"
83,"Speed",0.781275093099529,2,179,0.459376655839637,0.093018,-0.29235,"ns"
84,"Speed",0.1771554233454,2,179,0.837796268411472,0.10296,-0.21873,"ns"
85,"Speed",0.111768920198547,2,179,0.894313236383009,0.10478,-0.15427,"ns"
86,"Speed",0.190559062485015,2,179,0.826664387609845,0.099452,-0.09574,"ns"
