iSess	iCond	iTrial	iCh	iFr	AF	xF1	xF2	Harm	FK_Cond	iBin	SweepVal	Sr	Si	N1r	N1i	N2r	N2i	Signal	Phase	Noise	StdErr	PVal	SNR	LSB	RSB	UserSc	Thresh	ThrBin	Slope	ThrInRange	MaxSNR
20151008_112911	1	0	hc001-Avg	1	1.200000	1	0	1F1	1	0		1.102953	-1.340351	0.935861	-0.560650	0.935861	-0.560650	1.735813	-50.549593	1.090947	0.846661	0.237764	0.939339								
20151008_112911	1	0	hc001-Avg	2	2.400000	2	0	2F1	1	0		0.935861	-0.560650	1.102953	-1.340351	0.054383	-0.794930	1.090947	-30.924731	1.266300	0.268942	0.038241	0.416530								
20151008_112911	1	0	hc001-Avg	3	3.600000	3	0	3F1	1	0		0.054383	-0.794930	0.935861	-0.560650	-0.628856	-0.408744	0.796788	-86.086327	0.920484	0.412141	0.267242	0.513545								
20151008_112911	1	0	hc001-Avg	4	4.800000	4	0	4F1	1	0		-0.628856	-0.408744	0.054383	-0.794930	-0.376557	-0.139434	0.750021	-146.976930	0.599166	0.277604	0.125314	0.498913								
20151008_112911	1	0	hc001-Avg	5	6.000000	5	0	5F1	1	0		-0.376557	-0.139434	-0.628856	-0.408744	0.321337	-0.225925	0.401544	-159.681118	0.571415	0.339143	0.548322	0.384271								
20151008_112911	1	0	hc001-Avg	6	7.200000	6	0	6F1	1	0		0.321337	-0.225925	-0.376557	-0.139434	0.323961	0.155649	0.392809	-35.110222	0.380478	0.436342	0.691440	0.469392								
20151008_112911	1	0	hc001-Avg	7	8.400000	7	0	7F1	1	0		0.323961	0.155649	0.321337	-0.225925	-0.206144	-0.756768	0.359413	25.662301	0.588576	0.321811	0.581088	0.411664								
20151008_112911	1	0	hc001-Avg	8	9.600000	8	0	8F1	1	0		-0.206144	-0.756768	0.323961	0.155649	0.006423	-0.156132	0.784342	-105.237732	0.257838	0.193635	0.038419	1.351905								
20151008_112911	1	0	hc001-Avg	9	10.800000	9	0	9F1	1	0		0.006423	-0.156132	-0.206144	-0.756768	0.276292	0.338625	0.156264	-87.644186	0.610691	0.257945	0.838985	0.225309								
20151008_112911	1	0	hc001-Avg	10	36.000000	0	1	1F2	1	0		-0.057371	-0.014657	0.063475	-0.028110	-0.019548	-0.018094	0.059214	-165.668926	0.048028	0.111538	0.872688	0.475652								
20151008_112911	1	0	hc001-Avg	11	37.200000	1	1	1F1+1F2	1	0		-0.019548	-0.018094	-0.057371	-0.014657	0.015261	-0.039040	0.026636	-137.212418	0.050565	0.049938	0.871603	0.202743								
20151008_112911	1	0	hc001-Avg	12	34.800000	1	-1	1F1-1F2	1	0		0.063475	-0.028110	-0.055143	-0.059230	-0.057371	-0.014657	0.069420	-23.886342	0.070070	0.073007	0.665260	0.483013								
20151008_112911	1	0	hc002-Avg	1	1.200000	1	0	1F1	1	0		1.590986	-1.070733	-0.332001	-0.396982	-0.332001	-0.396982	1.917735	-33.940530	0.517513	1.248562	0.395659	0.792007								
20151008_112911	1	0	hc002-Avg	2	2.400000	2	0	2F1	1	0		-0.332001	-0.396982	1.590986	-1.070733	-0.368063	-0.832912	0.517513	-129.906155	1.414173	0.449908	0.564663	0.184980								
20151008_112911	1	0	hc002-Avg	3	3.600000	3	0	3F1	1	0		-0.368063	-0.832912	-0.332001	-0.396982	-0.718626	0.187377	0.910612	-113.840607	0.630083	0.271313	0.068665	0.521403								
20151008_112911	1	0	hc002-Avg	4	4.800000	4	0	4F1	1	0		-0.718626	0.187377	-0.368063	-0.832912	-0.401082	0.064787	0.742653	165.385874	0.658446	0.367154	0.244382	0.500475								
20151008_112911	1	0	hc002-Avg	5	6.000000	5	0	5F1	1	0		-0.401082	0.064787	-0.718626	0.187377	0.422534	0.114047	0.406280	170.824232	0.590154	0.355661	0.568545	0.385188								
20151008_112911	1	0	hc002-Avg	6	7.200000	6	0	6F1	1	0		0.422534	0.114047	-0.401082	0.064787	0.349056	-0.094231	0.437655	15.104913	0.383916	0.443097	0.646296	0.519877								
20151008_112911	1	0	hc002-Avg	7	8.400000	7	0	7F1	1	0		0.349056	-0.094231	0.422534	0.114047	-0.198942	-0.571016	0.361552	-15.107346	0.521167	0.403572	0.693693	0.384591								
